mpg,cylinders,displacement,horsepower,weight,acceleration,year,name,L/100km,weight_normalized,displacement_normalized,horsepower_normalized,horsepower_binned,origin_Europe,origin_Japan,origin_USA
31.0,4,112.0,85.0,2575,16.2,82,pontiac j2000 se hatchback,7.580645161290323,0.5009727626459144,0.24615384615384617,0.3695652173913043,Low,0,0,1
29.0,4,135.0,84.0,2525,16.0,82,dodge aries se,8.10344827586207,0.4912451361867704,0.2967032967032967,0.3652173913043478,Low,0,0,1
27.0,4,151.0,90.0,2735,18.0,82,pontiac phoenix,8.703703703703704,0.5321011673151751,0.33186813186813185,0.391304347826087,Low,0,0,1
24.0,4,140.0,92.0,2865,16.4,82,ford fairmont futura,9.791666666666666,0.5573929961089494,0.3076923076923077,0.4,Low,0,0,1
36.0,4,105.0,74.0,1980,15.3,82,volkswagen rabbit l,6.527777777777778,0.3852140077821012,0.23076923076923078,0.3217391304347826,Low,1,0,0
37.0,4,91.0,68.0,2025,18.2,82,mazda glc custom l,6.351351351351352,0.3939688715953307,0.2,0.2956521739130435,Low,0,1,0
31.0,4,91.0,68.0,1970,17.6,82,mazda glc custom,7.580645161290323,0.3832684824902724,0.2,0.2956521739130435,Low,0,1,0
38.0,4,105.0,63.0,2125,14.7,82,plymouth horizon miser,6.184210526315789,0.41342412451361865,0.23076923076923078,0.27391304347826084,Low,0,0,1
36.0,4,98.0,70.0,2125,17.3,82,mercury lynx l,6.527777777777778,0.41342412451361865,0.2153846153846154,0.30434782608695654,Low,0,0,1
36.0,4,120.0,88.0,2160,14.5,82,nissan stanza xe,6.527777777777778,0.42023346303501946,0.26373626373626374,0.3826086956521739,Low,0,1,0
36.0,4,107.0,75.0,2205,14.5,82,honda accord,6.527777777777778,0.428988326848249,0.23516483516483516,0.32608695652173914,Low,0,1,0
34.0,4,108.0,70.0,2245,16.9,82,toyota corolla,6.911764705882353,0.4367704280155642,0.23736263736263735,0.30434782608695654,Low,0,1,0
38.0,4,91.0,67.0,1965,15.0,82,honda civic,6.184210526315789,0.38229571984435795,0.2,0.29130434782608694,Low,0,1,0
32.0,4,91.0,67.0,1965,15.7,82,honda civic (auto),7.34375,0.38229571984435795,0.2,0.29130434782608694,Low,0,1,0
38.0,4,91.0,67.0,1995,16.2,82,datsun 310 gx,6.184210526315789,0.38813229571984437,0.2,0.29130434782608694,Low,0,1,0
25.0,6,181.0,110.0,2945,16.4,82,buick century limited,9.4,0.5729571984435797,0.3978021978021978,0.4782608695652174,Medium,0,0,1
38.0,6,262.0,85.0,3015,17.0,82,oldsmobile cutlass ciera (diesel),6.184210526315789,0.5865758754863813,0.5758241758241758,0.3695652173913043,Low,0,0,1
26.0,4,156.0,92.0,2585,14.5,82,chrysler lebaron medallion,9.038461538461538,0.5029182879377432,0.34285714285714286,0.4,Low,0,0,1
22.0,6,232.0,112.0,2835,14.7,82,ford granada l,10.681818181818182,0.5515564202334631,0.5098901098901099,0.48695652173913045,Medium,0,0,1
32.0,4,144.0,96.0,2665,13.9,82,toyota celica gt,7.34375,0.5184824902723736,0.31648351648351647,0.41739130434782606,Low,0,1,0
36.0,4,135.0,84.0,2370,13.0,82,dodge charger 2.2,6.527777777777778,0.46108949416342415,0.2967032967032967,0.3652173913043478,Low,0,0,1
27.0,4,151.0,90.0,2950,17.3,82,chevrolet camaro,8.703703703703704,0.5739299610894941,0.33186813186813185,0.391304347826087,Low,0,0,1
27.0,4,140.0,86.0,2790,15.6,82,ford mustang gl,8.703703703703704,0.5428015564202334,0.3076923076923077,0.3739130434782609,Low,0,0,1
44.0,4,97.0,52.0,2130,24.6,82,vw pickup,5.340909090909091,0.4143968871595331,0.21318681318681318,0.22608695652173913,Low,1,0,0
32.0,4,135.0,84.0,2295,11.6,82,dodge rampage,7.34375,0.4464980544747082,0.2967032967032967,0.3652173913043478,Low,0,0,1
28.0,4,120.0,79.0,2625,18.6,82,ford ranger,8.392857142857142,0.5107003891050583,0.26373626373626374,0.34347826086956523,Low,0,0,1
31.0,4,119.0,82.0,2720,19.4,82,chevy s-10,7.580645161290323,0.5291828793774319,0.26153846153846155,0.3565217391304348,Low,0,0,1
